Crop,Season,Region,Soil_Type,Irrigation_Type,Mechanization_Level,Labour_Availability,Gender_Split,Farm_Size_Acre,Task,Prev_Yield_q_per_acre,Weather_Index,Labour_Per_Acre_est,Labour_Required,Labour_Hours_est,Duration_Days_est,Wage_Per_Day_INR,Total_Labour_Cost_INR,Male_Workers_est,Female_Workers_est,Labour_Demand_Level
Mustard,Kharif,Haryana,Red,Drip,Medium,High,Mostly_Male,1.94,Weeding,18.15,0.91,0.72,1,8.6,5,735,735,1,0,Very_Low
Maize,Rabi,Haryana,Loamy,Drip,Low,High,Mixed,2.34,Land_Preparation,28.49,0.97,1.15,3,20.0,4,725,2175,2,1,Very_Low
Mustard,Rabi,Maharashtra,Alluvial,Rainfed,None,Low,Mostly_Male,0.62,Land_Preparation,14.67,1.1,1.98,1,8.7,1,514,514,1,0,Low
Maize,Kharif,West_Bengal,Red,Sprinkler,Low,High,Mostly_Male,0.57,Pest_Control,27.84,1.1,0.98,1,7.1,1,441,441,1,0,Very_Low
Mustard,Zaid,West_Bengal,Laterite,Rainfed,Medium,Medium,Mixed,0.93,Irrigation,14.7,1.03,0.51,1,7.3,1,401,401,1,0,Very_Low
Pulses,Rabi,Uttar_Pradesh,Sandy,Rainfed,None,Low,Mixed,2.55,Post_Harvest,20.62,0.96,1.15,3,26.2,9,417,1251,2,1,Very_Low
Wheat,Kharif,Haryana,Red,Tube_Well,Low,Medium,Mostly_Female,7.78,Land_Preparation,18.37,1.01,1.24,10,88.5,15,678,6780,2,8,Very_Low
Wheat,Rabi,Uttar_Pradesh,Loamy,Rainfed,None,Low,Mostly_Male,1.21,Sowing,17.65,0.95,2.1,3,22.6,4,400,1200,2,1,Low
Mustard,Zaid,Haryana,Red,Sprinkler,Medium,Medium,Mixed,1.83,Fertilizer_Application,11.86,0.96,0.52,1,6.1,3,601,601,0,1,Very_Low
Pulses,Rabi,Uttar_Pradesh,Laterite,Rainfed,Low,High,Mostly_Female,2.73,Irrigation,20.58,0.86,0.59,2,15.6,2,426,852,1,1,Very_Low
Rice,Rabi,Odisha,Sandy,Sprinkler,Medium,Low,Mostly_Female,3.98,Sowing,30.86,0.98,1.82,7,52.8,12,458,3206,1,6,Low
Vegetables,Kharif,Haryana,Sandy,Sprinkler,Low,High,Mixed,2.52,Fertilizer_Application,38.41,1.02,1.74,4,26.4,4,652,2608,2,2,Low
Wheat,Zaid,Bihar,Alluvial,Tube_Well,High,Medium,Mixed,1.39,Weeding,16.52,0.93,0.44,1,6.2,3,373,373,1,0,Very_Low
Mustard,Rabi,Maharashtra,Red,Canal,High,Medium,Mostly_Female,2.73,Threshing,17.12,0.9,0.77,2,14.4,6,508,1016,0,2,Very_Low
Groundnut,Rabi,Tamil_Nadu,Alluvial,Rainfed,Medium,Medium,Mixed,10.31,Pest_Control,22.97,0.98,0.85,9,77.5,13,581,5229,4,5,Very_Low
Sugarcane,Zaid,Bihar,Black,Canal,High,Medium,Mixed,0.84,Pest_Control,35.03,0.98,0.61,1,7.9,1,348,348,0,1,Very_Low
Wheat,Kharif,Bihar,Black,Sprinkler,Low,Medium,Mostly_Male,2.22,Weeding,25.58,0.85,0.98,2,16.9,7,342,684,2,0,Very_Low
Groundnut,Kharif,Punjab,Loamy,Drip,Medium,Low,Mostly_Female,7.03,Transplanting,22.6,1.14,4.81,34,251.9,46,796,27064,1,33,High
Mustard,Rabi,Madhya_Pradesh,Red,Canal,Medium,Medium,Mostly_Female,2.43,Pest_Control,9.87,0.91,0.66,2,12.4,4,414,828,0,2,Very_Low
Sugarcane,Zaid,Uttar_Pradesh,Black,Canal,Low,Medium,Mostly_Male,1.56,Land_Preparation,22.82,0.95,2.04,3,25.6,3,424,1272,3,0,Low
Soybean,Zaid,West_Bengal,Alluvial,Sprinkler,Medium,Medium,Mixed,2.16,Fertilizer_Application,14.08,1.06,0.62,1,8.3,3,435,435,0,1,Very_Low
Soybean,Zaid,West_Bengal,Sandy,Canal,None,High,Mostly_Male,4.3,Land_Preparation,22.64,1.03,1.2,5,32.4,10,417,2085,4,1,Very_Low
Vegetables,Zaid,Bihar,Black,Drip,Medium,High,Mostly_Male,2.12,Transplanting,38.71,1.1,4.85,10,82.8,11,401,4010,7,3,High
Wheat,Rabi,Uttar_Pradesh,Laterite,Canal,Low,High,Mixed,3.52,Harvesting,23.32,1.09,2.72,10,62.5,30,381,3810,5,5,Medium
Wheat,Kharif,West_Bengal,Loamy,Canal,Low,Low,Mostly_Male,1.08,Transplanting,16.38,0.97,4.11,4,32.6,7,477,1908,4,0,High
Soybean,Rabi,Tamil_Nadu,Black,Canal,Low,Medium,Mostly_Female,4.51,Weeding,15.73,0.96,1.04,5,39.0,10,542,2710,1,4,Very_Low
Rice,Rabi,West_Bengal,Black,Sprinkler,High,High,Mixed,2.76,Irrigation,30.47,1.05,0.36,1,6.5,2,396,396,1,0,Very_Low
Groundnut,Zaid,Madhya_Pradesh,Loamy,Drip,Low,Low,Mostly_Female,2.3,Transplanting,32.12,0.94,4.29,10,67.9,17,506,5060,3,7,High
Groundnut,Zaid,Madhya_Pradesh,Red,Rainfed,None,Low,Mostly_Female,2.21,Transplanting,28.59,0.86,4.34,10,61.5,14,488,4880,2,8,High
Pulses,Kharif,Odisha,Alluvial,Sprinkler,Medium,Medium,Mostly_Male,1.62,Harvesting,22.59,1.11,2.14,3,23.9,11,447,1341,3,0,Low
Cotton,Kharif,Bihar,Laterite,Canal,Low,Medium,Mostly_Male,1.01,Land_Preparation,26.17,0.88,1.62,2,16.3,2,392,784,2,0,Low
Cotton,Kharif,Tamil_Nadu,Laterite,Sprinkler,None,Low,Mixed,2.86,Threshing,33.09,1.14,4.45,13,103.1,13,511,6643,8,5,High
Rice,Rabi,Tamil_Nadu,Sandy,Canal,Medium,Low,Mostly_Female,3.25,Weeding,19.42,0.86,1.01,3,20.0,8,523,1569,0,3,Very_Low
Vegetables,Rabi,Madhya_Pradesh,Sandy,Rainfed,Low,High,Mostly_Male,0.99,Transplanting,41.36,1.05,6.53,6,37.2,7,502,3012,5,1,High
Groundnut,Zaid,Uttar_Pradesh,Laterite,Rainfed,High,High,Mostly_Male,0.59,Sowing,25.63,1.15,1.09,1,6.3,2,449,449,1,0,Very_Low
Cotton,Kharif,Odisha,Laterite,Drip,High,Medium,Mostly_Female,3.15,Threshing,28.57,0.94,1.32,4,30.7,10,434,1736,0,4,Very_Low
Vegetables,Zaid,Maharashtra,Laterite,Drip,Medium,Medium,Mostly_Male,5.79,Sowing,25.43,0.97,2.31,13,96.7,21,513,6669,11,2,Low
Sugarcane,Zaid,Tamil_Nadu,Sandy,Canal,Low,Low,Mostly_Female,1.31,Threshing,30.42,1.12,4.65,6,36.4,5,519,3114,1,5,High
Sugarcane,Rabi,West_Bengal,Black,Sprinkler,None,Medium,Mixed,0.67,Harvesting,31.89,1.0,5.08,3,18.1,6,407,1221,2,1,High
Rice,Rabi,Bihar,Black,Canal,Medium,Medium,Mostly_Female,1.1,Threshing,26.38,1.14,2.21,2,13.7,4,418,836,0,2,Low
Rice,Kharif,Bihar,Red,Sprinkler,Low,Medium,Mixed,1.61,Fertilizer_Application,24.64,1.14,1.54,2,14.3,2,421,842,1,1,Low
Pulses,Zaid,Tamil_Nadu,Alluvial,Tube_Well,None,Low,Mostly_Female,2.09,Irrigation,15.27,0.89,0.66,1,8.7,2,510,510,0,1,Very_Low
Cotton,Zaid,Haryana,Black,Sprinkler,High,High,Mixed,4.27,Fertilizer_Application,25.65,1.09,0.56,2,14.6,6,721,1442,1,1,Very_Low
Vegetables,Kharif,Punjab,Loamy,Tube_Well,Medium,Low,Mostly_Female,11.08,Transplanting,44.11,0.93,5.57,62,490.8,63,708,43896,16,46,High
Groundnut,Rabi,Karnataka,Alluvial,Canal,Medium,High,Mostly_Female,1.89,Weeding,33.76,0.86,0.69,1,8.6,4,433,433,0,1,Very_Low
Vegetables,Zaid,Punjab,Laterite,Tube_Well,None,High,Mostly_Male,1.22,Pest_Control,36.98,1.05,1.66,2,12.9,2,669,1338,2,0,Low
Soybean,Kharif,Haryana,Loamy,Sprinkler,None,Low,Mostly_Male,2.25,Land_Preparation,14.01,1.08,1.68,4,26.3,5,717,2868,4,0,Low
Vegetables,Zaid,West_Bengal,Black,Tube_Well,Medium,Medium,Mixed,5.48,Weeding,30.66,0.99,1.55,8,63.2,16,461,3688,4,4,Low
Rice,Zaid,Uttar_Pradesh,Red,Drip,High,High,Mixed,3.01,Pest_Control,24.6,1.05,0.52,2,13.5,4,434,868,1,1,Very_Low
Cotton,Rabi,Uttar_Pradesh,Red,Tube_Well,Low,Medium,Mostly_Male,1.19,Irrigation,39.51,0.96,1.01,1,7.6,1,464,464,1,0,Very_Low
Mustard,Kharif,Uttar_Pradesh,Sandy,Canal,Medium,Medium,Mostly_Male,5.11,Fertilizer_Application,20.22,1.05,0.87,4,31.6,9,465,1860,3,1,Very_Low
Vegetables,Rabi,Tamil_Nadu,Red,Canal,None,High,Mixed,3.64,Harvesting,41.91,0.96,4.63,17,149.1,34,505,8585,7,10,High
Vegetables,Zaid,Tamil_Nadu,Black,Tube_Well,Low,High,Mostly_Female,6.33,Pest_Control,41.8,1.15,1.68,11,94.6,9,471,5181,2,9,Low
Maize,Rabi,Punjab,Red,Rainfed,Medium,Medium,Mixed,2.05,Harvesting,23.26,0.9,2.16,4,24.6,12,660,2640,2,2,Low
Soybean,Kharif,Odisha,Alluvial,Drip,Low,High,Mixed,2.51,Transplanting,12.31,1.1,3.46,9,61.3,18,394,3546,5,4,Medium
Wheat,Kharif,Tamil_Nadu,Alluvial,Rainfed,Low,Medium,Mixed,2.3,Sowing,25.83,0.96,1.99,5,40.3,9,506,2530,2,3,Low
Sugarcane,Zaid,Haryana,Red,Canal,Low,High,Mostly_Male,3.44,Harvesting,25.77,1.03,4.11,14,112.8,27,718,10052,13,1,High
Soybean,Rabi,Maharashtra,Alluvial,Rainfed,None,Low,Mixed,1.34,Post_Harvest,14.2,0.86,1.02,1,6.5,4,560,560,1,0,Very_Low
Sugarcane,Zaid,West_Bengal,Loamy,Drip,High,High,Mixed,1.53,Sowing,33.44,1.06,1.17,2,15.0,4,446,892,1,1,Very_Low
Pulses,Rabi,Bihar,Alluvial,Tube_Well,Medium,Medium,Mostly_Male,3.11,Post_Harvest,16.11,1.1,0.72,2,15.5,7,349,698,2,0,Very_Low
Maize,Rabi,Bihar,Red,Canal,Medium,Medium,Mixed,0.5,Transplanting,21.38,0.99,2.81,1,6.3,3,365,365,0,1,Medium
Rice,Kharif,Haryana,Loamy,Tube_Well,Medium,Medium,Mixed,4.74,Transplanting,19.51,1.08,3.83,18,113.5,29,589,10602,8,10,Medium
Rice,Zaid,Karnataka,Laterite,Canal,None,Medium,Mostly_Male,0.53,Pest_Control,22.21,1.02,1.1,1,8.5,1,526,526,1,0,Very_Low
Soybean,Zaid,Bihar,Alluvial,Drip,Medium,High,Mixed,2.05,Fertilizer_Application,21.04,0.86,0.44,1,7.8,3,355,355,1,0,Very_Low
Vegetables,Rabi,Maharashtra,Loamy,Rainfed,High,High,Mostly_Male,0.68,Irrigation,49.83,1.08,0.64,1,7.6,1,569,569,1,0,Very_Low
Pulses,Kharif,Uttar_Pradesh,Loamy,Canal,None,Medium,Mostly_Male,2.09,Pest_Control,25.09,0.94,0.77,2,16.1,4,460,920,2,0,Very_Low
Cotton,Rabi,Madhya_Pradesh,Laterite,Tube_Well,Medium,Medium,Mixed,1.48,Transplanting,22.06,1.03,3.76,6,48.9,8,407,2442,3,3,Medium
Maize,Kharif,Haryana,Sandy,Canal,Medium,Low,Mostly_Female,1.82,Fertilizer_Application,18.59,0.92,0.85,2,17.3,3,724,1448,0,2,Very_Low
Soybean,Rabi,Karnataka,Alluvial,Rainfed,Low,Medium,Mostly_Female,0.7,Post_Harvest,14.9,0.88,0.78,1,7.4,2,540,540,0,1,Very_Low
Rice,Rabi,Maharashtra,Black,Sprinkler,None,Medium,Mostly_Female,0.89,Post_Harvest,25.84,0.88,0.99,1,7.5,2,527,527,0,1,Very_Low
Soybean,Zaid,Maharashtra,Laterite,Sprinkler,High,High,Mixed,2.02,Weeding,19.37,1.05,0.38,1,7.5,4,494,494,1,0,Very_Low
Groundnut,Rabi,Punjab,Laterite,Tube_Well,Low,Medium,Mostly_Female,7.21,Sowing,21.19,0.96,1.88,14,94.7,24,631,8834,4,10,Low
Wheat,Kharif,West_Bengal,Loamy,Sprinkler,Low,Medium,Mostly_Female,1.23,Land_Preparation,25.07,1.12,1.7,2,13.9,2,392,784,0,2,Low
Mustard,Rabi,Karnataka,Laterite,Rainfed,Low,High,Mixed,1.53,Land_Preparation,25.03,1.03,1.32,2,13.2,3,514,1028,1,1,Very_Low
Maize,Zaid,Haryana,Sandy,Canal,Low,Medium,Mostly_Female,2.14,Sowing,25.71,0.86,1.72,4,34.0,8,657,2628,0,4,Low
Pulses,Kharif,Maharashtra,Black,Tube_Well,Low,Low,Mixed,0.79,Transplanting,13.42,0.89,2.93,2,15.2,5,495,990,1,1,Medium
Wheat,Zaid,Maharashtra,Loamy,Rainfed,High,Medium,Mostly_Female,2.23,Sowing,21.63,1.07,0.88,2,13.3,7,479,958,0,2,Very_Low
Rice,Zaid,Karnataka,Black,Drip,Medium,Medium,Mostly_Female,2.86,Post_Harvest,31.18,1.06,0.96,3,21.9,6,437,1311,0,3,Very_Low
Rice,Rabi,Haryana,Alluvial,Drip,High,Medium,Mixed,7.19,Weeding,30.1,0.93,0.56,4,33.5,16,694,2776,2,2,Very_Low
Pulses,Kharif,Madhya_Pradesh,Black,Drip,None,Medium,Mostly_Male,1.89,Post_Harvest,21.73,1.08,1.06,2,16.8,5,434,868,2,0,Very_Low
Soybean,Rabi,Madhya_Pradesh,Sandy,Drip,Low,Medium,Mostly_Male,0.91,Post_Harvest,25.2,0.91,0.76,1,6.2,2,487,487,1,0,Very_Low
Mustard,Zaid,West_Bengal,Black,Drip,Low,Medium,Mostly_Male,0.55,Transplanting,16.7,1.07,3.75,2,14.3,4,445,890,2,0,Medium
Pulses,Rabi,Karnataka,Black,Drip,None,Medium,Mostly_Female,2.42,Harvesting,9.31,1.07,3.17,8,49.1,21,458,3664,2,6,Medium
Maize,Zaid,West_Bengal,Alluvial,Tube_Well,Low,Medium,Mixed,4.29,Transplanting,18.52,1.0,3.12,13,86.5,25,460,5980,5,8,Medium
Groundnut,Rabi,Haryana,Loamy,Tube_Well,None,Medium,Mixed,10.93,Transplanting,22.8,0.94,4.14,45,351.1,92,704,31680,20,25,High
Vegetables,Rabi,Karnataka,Alluvial,Tube_Well,Low,Medium,Mostly_Female,0.73,Pest_Control,48.77,1.03,1.87,1,8.8,1,498,498,0,1,Low
Cotton,Kharif,Punjab,Red,Sprinkler,Low,Medium,Mostly_Female,3.34,Weeding,26.79,0.97,1.51,5,42.6,10,730,3650,0,5,Low
Sugarcane,Zaid,Odisha,Alluvial,Canal,Low,Low,Mixed,0.68,Post_Harvest,37.9,0.92,1.2,1,8.7,2,434,434,1,0,Very_Low
Soybean,Kharif,Haryana,Sandy,Drip,None,Medium,Mixed,1.8,Harvesting,29.39,0.89,2.4,4,25.1,12,698,2792,2,2,Low
Vegetables,Zaid,Punjab,Laterite,Tube_Well,Medium,Medium,Mostly_Female,4.05,Threshing,45.85,1.05,3.46,14,104.0,12,737,10318,3,11,Medium
Wheat,Rabi,Madhya_Pradesh,Black,Rainfed,Low,Low,Mostly_Female,1.08,Pest_Control,19.9,1.09,1.29,1,7.1,2,467,467,0,1,Very_Low
Rice,Kharif,West_Bengal,Alluvial,Drip,Low,High,Mostly_Female,1.24,Fertilizer_Application,30.18,0.97,0.99,1,9.0,2,397,397,0,1,Very_Low
Pulses,Rabi,Karnataka,Black,Drip,None,Medium,Mostly_Female,3.82,Pest_Control,19.19,0.92,0.93,4,30.1,6,532,2128,0,4,Very_Low
Soybean,Zaid,Odisha,Sandy,Rainfed,Low,High,Mostly_Male,2.25,Land_Preparation,13.99,0.88,0.91,2,16.9,4,402,804,2,0,Very_Low
Cotton,Zaid,Madhya_Pradesh,Alluvial,Drip,Low,High,Mostly_Male,2.55,Pest_Control,36.83,1.13,1.42,4,26.9,5,501,2004,3,1,Very_Low
Soybean,Kharif,Punjab,Red,Sprinkler,Medium,Low,Mostly_Female,2.88,Transplanting,20.99,1.03,3.22,9,64.0,18,718,6462,1,8,Medium
Vegetables,Kharif,Odisha,Sandy,Sprinkler,Medium,Low,Mixed,2.13,Irrigation,31.4,1.15,1.29,3,23.7,1,392,1176,2,1,Very_Low
Pulses,Kharif,Karnataka,Red,Rainfed,Medium,Medium,Mostly_Male,1.39,Fertilizer_Application,16.13,1.02,0.78,1,7.9,3,540,540,1,0,Very_Low
Groundnut,Rabi,Madhya_Pradesh,Alluvial,Canal,Medium,Medium,Mostly_Male,3.41,Sowing,23.22,1.06,1.72,6,46.3,10,434,2604,6,0,Low
Mustard,Rabi,Bihar,Black,Rainfed,Low,Low,Mostly_Male,2.92,Post_Harvest,25.12,0.92,1.01,3,25.2,8,391,1173,3,0,Very_Low
Soybean,Kharif,Odisha,Laterite,Tube_Well,Low,High,Mostly_Female,1.51,Harvesting,12.13,0.89,1.91,3,24.6,11,434,1302,1,2,Low
Sugarcane,Zaid,Haryana,Laterite,Drip,Medium,High,Mixed,5.23,Sowing,20.72,0.98,1.88,10,62.0,15,741,7410,5,5,Low
Vegetables,Rabi,Punjab,Laterite,Canal,None,Medium,Mostly_Female,9.19,Irrigation,30.11,1.14,1.74,16,104.7,8,660,10560,1,15,Low
Maize,Kharif,Odisha,Sandy,Canal,Medium,Low,Mostly_Female,1.08,Weeding,21.09,0.91,0.85,1,6.9,3,369,369,0,1,Very_Low
Maize,Rabi,Uttar_Pradesh,Black,Tube_Well,Medium,Medium,Mixed,7.47,Transplanting,15.11,1.05,3.09,23,148.9,38,462,10626,13,10,Medium
Wheat,Zaid,Odisha,Red,Drip,Low,Medium,Mostly_Male,1.45,Sowing,19.09,1.05,1.8,3,23.9,6,401,1203,2,1,Low
Soybean,Zaid,Uttar_Pradesh,Alluvial,Tube_Well,Low,Low,Mostly_Female,1.91,Post_Harvest,15.53,1.06,1.0,2,14.8,5,465,930,0,2,Very_Low
Pulses,Kharif,Odisha,Alluvial,Sprinkler,High,Low,Mostly_Male,0.85,Sowing,7.68,0.86,0.65,1,7.1,2,378,378,1,0,Very_Low
Sugarcane,Kharif,Madhya_Pradesh,Black,Drip,Low,Medium,Mostly_Female,1.52,Pest_Control,28.57,1.03,1.69,3,23.1,2,465,1395,0,3,Low
Maize,Kharif,Haryana,Loamy,Sprinkler,Medium,Low,Mostly_Female,1.37,Land_Preparation,18.93,1.1,1.45,2,16.7,2,630,1260,0,2,Very_Low
Sugarcane,Rabi,Punjab,Laterite,Drip,Medium,Medium,Mostly_Male,2.47,Irrigation,36.8,0.97,0.79,2,13.8,2,735,1470,2,0,Very_Low
Maize,Kharif,Karnataka,Red,Rainfed,High,Medium,Mixed,2.66,Pest_Control,29.96,1.12,0.45,1,6.1,3,529,529,1,0,Very_Low
Sugarcane,Rabi,Maharashtra,Loamy,Sprinkler,None,High,Mostly_Male,0.63,Threshing,28.1,0.95,2.93,2,13.6,2,554,1108,2,0,Medium
Pulses,Kharif,Tamil_Nadu,Loamy,Sprinkler,Medium,High,Mostly_Female,3.86,Irrigation,18.86,1.11,0.6,2,17.1,4,500,1000,0,2,Very_Low
Soybean,Rabi,Uttar_Pradesh,Red,Canal,Low,Low,Mixed,6.68,Pest_Control,20.55,0.95,0.79,5,31.9,12,399,1995,2,3,Very_Low
Soybean,Zaid,Bihar,Red,Canal,Medium,High,Mostly_Male,0.83,Irrigation,30.22,1.15,0.53,1,7.8,1,377,377,1,0,Very_Low
Vegetables,Rabi,Odisha,Sandy,Sprinkler,Medium,Medium,Mixed,2.24,Sowing,33.29,0.99,2.9,6,47.6,8,446,2676,3,3,Medium
Wheat,Kharif,Uttar_Pradesh,Sandy,Drip,High,Low,Mostly_Male,1.53,Threshing,15.83,0.93,1.28,2,16.3,5,388,776,2,0,Very_Low
Pulses,Rabi,West_Bengal,Loamy,Tube_Well,None,Medium,Mostly_Female,1.49,Threshing,16.19,0.98,1.89,3,18.9,6,418,1254,1,2,Low
Sugarcane,Kharif,Uttar_Pradesh,Loamy,Canal,High,Medium,Mostly_Female,0.86,Pest_Control,27.8,1.02,0.65,1,8.6,1,407,407,0,1,Very_Low
Wheat,Zaid,Bihar,Laterite,Drip,High,Medium,Mostly_Male,0.62,Harvesting,23.38,0.95,0.94,1,8.5,4,367,367,1,0,Very_Low
Mustard,Rabi,Haryana,Laterite,Sprinkler,Medium,High,Mixed,3.41,Sowing,23.98,0.94,0.97,3,19.2,9,725,2175,2,1,Very_Low
Mustard,Rabi,Karnataka,Laterite,Canal,Medium,High,Mixed,2.22,Threshing,20.27,1.15,1.5,3,21.7,8,494,1482,1,2,Very_Low
Cotton,Zaid,West_Bengal,Sandy,Rainfed,Medium,Low,Mostly_Female,1.35,Fertilizer_Application,30.92,0.92,1.17,2,12.5,2,478,956,0,2,Very_Low
Mustard,Zaid,West_Bengal,Sandy,Tube_Well,None,High,Mostly_Female,0.67,Weeding,25.95,0.85,0.82,1,8.8,2,402,402,0,1,Very_Low
Groundnut,Rabi,Bihar,Sandy,Drip,Medium,Low,Mostly_Male,2.17,Pest_Control,22.98,0.95,0.82,2,17.7,4,362,724,2,0,Very_Low
Maize,Kharif,Odisha,Red,Drip,Low,Medium,Mostly_Female,1.2,Weeding,24.02,0.92,1.05,1,8.0,3,382,382,0,1,Very_Low
Vegetables,Kharif,Karnataka,Loamy,Rainfed,Low,Low,Mostly_Male,0.81,Harvesting,34.89,0.94,6.09,5,36.9,7,452,2260,4,1,High
Sugarcane,Rabi,Maharashtra,Laterite,Drip,Low,Medium,Mostly_Female,2.31,Post_Harvest,26.25,1.12,1.64,4,34.6,6,511,2044,1,3,Low
Pulses,Zaid,Uttar_Pradesh,Loamy,Tube_Well,Medium,High,Mostly_Female,0.67,Fertilizer_Application,24.01,0.89,0.46,1,6.6,1,460,460,0,1,Very_Low
Wheat,Kharif,Karnataka,Laterite,Drip,Low,Medium,Mostly_Male,0.67,Irrigation,21.59,1.11,0.72,1,8.6,1,474,474,1,0,Very_Low
Groundnut,Rabi,Maharashtra,Red,Rainfed,None,High,Mostly_Male,1.8,Weeding,29.48,0.87,1.2,2,16.7,6,455,910,2,0,Very_Low
Wheat,Rabi,Bihar,Laterite,Tube_Well,Medium,Low,Mostly_Female,3.56,Irrigation,22.17,1.07,0.63,2,15.2,3,373,746,0,2,Very_Low
Pulses,Kharif,Bihar,Black,Canal,High,Low,Mixed,1.15,Pest_Control,20.8,1.15,0.5,1,8.7,2,343,343,1,0,Very_Low
Maize,Rabi,Punjab,Sandy,Rainfed,None,Medium,Mixed,1.12,Post_Harvest,15.93,1.15,1.32,1,8.5,3,735,735,1,0,Very_Low
Mustard,Zaid,Odisha,Loamy,Drip,Medium,High,Mostly_Male,1.54,Threshing,32.17,0.88,1.4,2,15.0,5,404,808,2,0,Very_Low
Vegetables,Rabi,Haryana,Red,Tube_Well,Low,Medium,Mostly_Male,9.24,Threshing,38.66,1.04,4.4,41,308.9,36,630,25830,34,7,High
Soybean,Rabi,West_Bengal,Loamy,Drip,Low,Low,Mostly_Female,2.73,Land_Preparation,24.9,1.07,1.52,4,28.4,5,451,1804,0,4,Low
Mustard,Zaid,Odisha,Alluvial,Tube_Well,Medium,Medium,Mostly_Female,6.51,Weeding,18.58,0.85,0.58,4,32.5,16,450,1800,1,3,Very_Low
Pulses,Rabi,Karnataka,Loamy,Canal,Medium,Medium,Mostly_Male,0.54,Sowing,15.05,0.93,1.12,1,6.6,1,478,478,1,0,Very_Low
Groundnut,Rabi,Karnataka,Black,Canal,Medium,High,Mixed,0.78,Harvesting,28.22,1.07,2.43,2,13.0,5,535,1070,1,1,Low
Wheat,Kharif,Bihar,Sandy,Tube_Well,Low,Low,Mostly_Female,1.66,Transplanting,13.68,1.12,4.49,7,52.6,11,421,2947,2,5,High
Mustard,Zaid,West_Bengal,Laterite,Tube_Well,High,High,Mixed,0.61,Irrigation,26.65,0.88,0.2,1,6.6,1,441,441,0,1,Very_Low
Sugarcane,Rabi,Tamil_Nadu,Red,Canal,Low,High,Mixed,2.33,Fertilizer_Application,30.83,1.01,1.14,3,19.9,4,536,1608,2,1,Very_Low
Sugarcane,Zaid,Haryana,Laterite,Sprinkler,Medium,Medium,Mostly_Female,1.73,Post_Harvest,36.04,0.87,0.95,2,13.8,5,713,1426,0,2,Very_Low
Sugarcane,Zaid,West_Bengal,Red,Tube_Well,Medium,High,Mostly_Male,1.67,Pest_Control,33.63,0.99,1.02,2,13.1,3,488,976,1,1,Very_Low
Cotton,Rabi,Tamil_Nadu,Sandy,Rainfed,Low,Medium,Mostly_Male,1.37,Land_Preparation,36.04,1.15,2.89,4,24.8,2,518,2072,3,1,Medium
Soybean,Kharif,Uttar_Pradesh,Black,Rainfed,Medium,High,Mostly_Female,3.72,Harvesting,24.35,1.07,1.83,7,58.0,20,439,3073,2,5,Low
Sugarcane,Kharif,Tamil_Nadu,Red,Canal,Low,Low,Mostly_Male,2.5,Sowing,33.06,0.94,3.03,8,52.7,8,582,4656,6,2,Medium
Cotton,Kharif,Haryana,Red,Canal,None,Low,Mixed,5.6,Irrigation,22.39,0.85,1.16,6,37.6,6,730,4380,3,3,Very_Low
Vegetables,Rabi,Odisha,Sandy,Tube_Well,Medium,Medium,Mixed,6.84,Pest_Control,44.73,1.07,1.5,10,67.1,12,392,3920,6,4,Very_Low
Rice,Zaid,Madhya_Pradesh,Sandy,Sprinkler,None,Medium,Mostly_Female,2.06,Post_Harvest,19.28,0.93,1.08,2,14.5,7,510,1020,1,1,Very_Low
Rice,Kharif,West_Bengal,Alluvial,Drip,High,Medium,Mostly_Female,2.47,Sowing,28.53,0.86,1.05,3,26.0,8,465,1395,1,2,Very_Low
Sugarcane,Zaid,Uttar_Pradesh,Black,Rainfed,Low,Low,Mostly_Female,2.2,Transplanting,39.0,0.9,4.93,11,92.7,13,444,4884,1,10,High
Vegetables,Zaid,Odisha,Laterite,Canal,None,Low,Mixed,1.98,Harvesting,38.77,1.02,6.5,13,81.4,13,394,5122,6,7,High
Pulses,Rabi,Madhya_Pradesh,Black,Sprinkler,Medium,Low,Mostly_Male,1.01,Transplanting,15.04,0.89,2.13,2,15.9,6,500,1000,2,0,Low
Soybean,Rabi,Madhya_Pradesh,Red,Canal,Medium,High,Mostly_Male,1.67,Post_Harvest,19.17,0.95,0.51,1,6.6,4,410,410,1,0,Very_Low
Mustard,Zaid,Punjab,Loamy,Canal,High,High,Mixed,1.54,Land_Preparation,16.41,1.09,0.46,1,7.7,2,793,793,0,1,Very_Low
Wheat,Rabi,Bihar,Red,Drip,Low,High,Mixed,1.48,Post_Harvest,17.26,1.14,0.8,1,7.7,4,349,349,0,1,Very_Low
Soybean,Zaid,Bihar,Laterite,Drip,High,Medium,Mostly_Male,0.61,Sowing,19.43,1.12,0.73,1,8.5,2,354,354,1,0,Very_Low
Groundnut,Zaid,Tamil_Nadu,Sandy,Drip,Medium,Medium,Mixed,1.82,Post_Harvest,11.51,1.04,0.8,1,6.6,5,474,474,1,0,Very_Low
Sugarcane,Zaid,Punjab,Alluvial,Rainfed,Medium,High,Mostly_Female,2.45,Pest_Control,31.01,0.85,0.79,2,17.0,4,761,1522,1,1,Very_Low
Rice,Zaid,Odisha,Alluvial,Canal,Low,Low,Mostly_Male,1.91,Irrigation,26.95,1.11,1.09,2,16.8,2,432,864,2,0,Very_Low
